chrom	intergenic_start	intergenic_end	intergenic_distance	gene_1_ID	gene_1_name	gene_2_ID	gene_2_name	mean_phylop	prop_constraint	category	td_gene_ID	td_gene_name
chr17	34358611	34360327	1718	ENSG00000181374	CCL13	ENSG00000108702	CCL1	-0.246002328288707	0.0122235157159488	non_td	NA	NA
chr17	34363234	34579486	216254	ENSG00000108702	CCL1	ENSG00000181291	TMEM132E	0.0282162827045981	0.046126314426554	td_neighbour	ENSG00000181291	TMEM132E
chr17	34639319	34927858	288541	ENSG00000181291	TMEM132E	ENSG00000132141	CCT6B	0.137634249552058	0.0461494207062428	td_bs	ENSG00000181291	TMEM132E
chr17	34981079	35011348	30271	ENSG00000132141	CCT6B	ENSG00000267618	NA	0.595201215684965	0.106108156321232	non_td	NA	NA
chr17	35121494	35128729	7237	ENSG00000267618	NA	ENSG00000073536	NLE1	0.242660632858918	0.059416885449772	non_td	NA	NA
chr17	35142305	35147816	5513	ENSG00000073536	NLE1	ENSG00000141161	UNC45B	0.119663885361872	0.0389987302738981	non_td	NA	NA
chr17	35189346	35192519	3175	ENSG00000141161	UNC45B	ENSG00000164729	SLC35G3	0.0950516535433059	0	non_td	NA	NA
chr17	35194524	35243070	48548	ENSG00000164729	SLC35G3	ENSG00000166750	SLFN5	0.0630468608387529	0.0095575512894455	non_td	NA	NA
chr17	35273656	35350304	76650	ENSG00000166750	SLFN5	ENSG00000172716	SLFN11	0.0337572863666312	0.00267449445531637	non_td	NA	NA
chr17	35373702	35410921	37221	ENSG00000172716	SLFN11	ENSG00000172123	SLFN12	0.141316407404423	0.0196394508476398	non_td	NA	NA
chr17	35433284	35435095	1813	ENSG00000172123	SLFN12	ENSG00000154760	SLFN13	-0.0702437948152237	0	non_td	NA	NA
chr17	35448838	35464248	15412	ENSG00000154760	SLFN13	ENSG00000205045	SLFN12L	0.351658447962611	0.0608616662341033	td_neighbour	ENSG00000205045	SLFN12L
chr17	35487858	35543984	56128	ENSG00000205045	SLFN12L	ENSG00000236320	SLFN14	0.295775121151727	0.0623396522234892	td_bs	ENSG00000205045	SLFN12L
chr17	35560820	35713790	152972	ENSG00000236320	SLFN14	ENSG00000270647	TAF15	0.385230100933481	0.0538595298485997	td_bs	ENSG00000236320	SLFN14
chr17	35864616	35871490	6876	ENSG00000270647	TAF15	ENSG00000271503	CCL5	0.264078824898197	0.0401396160558464	non_td	NA	NA
chr17	35880794	35918065	37273	ENSG00000271503	CCL5	ENSG00000278023	RDM1	0.0344705550935029	0.0127438091916401	non_td	NA	NA
chr17	35930774	35934517	3745	ENSG00000278023	RDM1	ENSG00000275722	LYZL6	0.0668542056074767	0.00987983978638184	non_td	NA	NA
chr17	35943714	35976492	32780	ENSG00000275722	LYZL6	ENSG00000275152	CCL16	0.144540756558881	0.02614399023795	non_td	NA	NA
chr17	35981498	35983655	2159	ENSG00000275152	CCL16	ENSG00000275688	NA	-0.00934089856415008	0.0231588698471515	non_td	NA	NA
chr17	36001622	36013055	11435	ENSG00000275688	NA	ENSG00000274736	CCL23	0.0705917796239637	0.00306077831219939	non_td	NA	NA
chr17	36017973	36064271	46300	ENSG00000274736	CCL23	ENSG00000275385	CCL18	0.0681530021598241	0.00397408207343413	non_td	NA	NA
chr17	36072033	36088255	16224	ENSG00000275385	CCL18	ENSG00000277632	CCL3	0.0794287475345169	0.0207100591715976	non_td	NA	NA
chr17	36090170	36103826	13658	ENSG00000277632	CCL3	ENSG00000275302	CCL4	0.118330721921218	0.0314101625420999	non_td	NA	NA
chr17	36105622	36165680	60060	ENSG00000275302	CCL4	ENSG00000274808	TBC1D3B	-0.00585356310356354	0.0116883116883117	non_td	NA	NA
chr17	36176637	36194868	18233	ENSG00000274808	TBC1D3B	ENSG00000276085	CCL3L3	0.0649266714199526	0.0382822355070477	non_td	NA	NA
chr17	36196759	36210923	14166	ENSG00000276085	CCL3L3	ENSG00000276070	CCL4L2	0.0971055343780882	0.0282366228999012	non_td	NA	NA
chr17	36212879	36253455	40578	ENSG00000276070	CCL4L2	ENSG00000274933	TBC1D3I	0.0738840504706988	0.0226970279461777	non_td	NA	NA
chr17	36264554	36323883	59331	ENSG00000274933	TBC1D3I	ENSG00000260287	TBC1D3G	0.333724326237529	0.0486086531492812	non_td	NA	NA
chr17	36334760	36377530	42772	ENSG00000260287	TBC1D3G	ENSG00000274226	TBC1D3H	0.10816592630693	0.0246422893481717	non_td	NA	NA
chr17	36388424	36428617	40195	ENSG00000274226	TBC1D3H	ENSG00000275954	TBC1D3F	-0.0262215200895605	0.0105983331260107	non_td	NA	NA
chr17	36439567	36495635	56070	ENSG00000275954	TBC1D3F	ENSG00000278259	MYO19	0.0321541287676103	0.0130194399857321	non_td	NA	NA
chr17	36543436	36544911	1477	ENSG00000278259	MYO19	ENSG00000278311	GGNBP2	0.666554502369669	0.120514556533514	non_td	NA	NA
chr17	36589849	36591878	2031	ENSG00000278311	GGNBP2	ENSG00000278535	DHRS11	0	0	non_td	NA	NA
chr17	36600805	36601582	779	ENSG00000278535	DHRS11	ENSG00000278619	MRM1	0	0	non_td	NA	NA
chr17	36608965	36936784	327821	ENSG00000278619	MRM1	ENSG00000273706	LHX1	0.335009337412795	0.0643857470997892	td_neighbour	ENSG00000273706	LHX1
chr17	36944613	36948924	4313	ENSG00000273706	LHX1	ENSG00000275700	AATF	0.805185485740783	0.133317876188268	td_bs	ENSG00000273706	LHX1
chr17	37056872	37084991	28121	ENSG00000275700	AATF	ENSG00000278540	ACACA	0.0835054585541059	0.0433839479392625	non_td	NA	NA
chr17	37406837	37406885	50	ENSG00000278540	ACACA	ENSG00000276234	TADA2A	0.84826	0.16	non_td	NA	NA
chr17	37479726	37489890	10166	ENSG00000276234	TADA2A	ENSG00000276023	DUSP14	0.426477080464293	0.06059413732048	non_td	NA	NA
chr17	37513502	37514806	1306	ENSG00000276023	DUSP14	ENSG00000275066	SYNRG	0.140279479326187	0.0283307810107198	non_td	NA	NA
chr17	37609473	37609738	267	ENSG00000275066	SYNRG	ENSG00000278053	DDX52	-0.153741573033708	0.0561797752808989	non_td	NA	NA
chr17	37643447	37686430	42985	ENSG00000278053	DDX52	ENSG00000275410	HNF1B	0.325763871117843	0.0489938350587414	td_neighbour	ENSG00000275410	HNF1B
chr17	37745106	37924414	179310	ENSG00000275410	HNF1B	ENSG00000273513	TBC1D3K	0.10729903519046	0.0289610172327254	td_neighbour	ENSG00000275410	HNF1B
chr17	37935366	37977971	42607	ENSG00000273513	TBC1D3K	ENSG00000274512	TBC1D3L	0.108522050367311	0.0247611894759077	non_td	NA	NA
chr17	37989049	38003975	14928	ENSG00000274512	TBC1D3L	ENSG00000274419	TBC1D3D	0.198932944801715	0.0371784565916399	non_td	NA	NA
chr17	38014903	38057692	42791	ENSG00000274419	TBC1D3D	ENSG00000278299	TBC1D3C	0.107286134934917	0.0246079783131967	non_td	NA	NA
chr17	38068593	38127950	59359	ENSG00000278299	TBC1D3C	ENSG00000278599	TBC1D3E	0.333133004262181	0.0485688775080443	non_td	NA	NA
chr17	38138863	38181658	42797	ENSG00000278599	TBC1D3E	ENSG00000274611	TBC1D3	0.107903427810361	0.0246512606023787	non_td	NA	NA
chr17	38192542	38297022	104482	ENSG00000274611	TBC1D3	ENSG00000278845	MRPL45	0.309134176221751	0.0483719683773281	non_td	NA	NA
chr17	38323218	38324570	1354	ENSG00000278845	MRPL45	ENSG00000277399	GPR179	0.380952732644018	0.0657311669128508	non_td	NA	NA
chr17	38343957	38351843	7888	ENSG00000277399	GPR179	ENSG00000274211	SOCS7	0.170647185598376	0.0314401622718053	non_td	NA	NA
chr17	38405594	38419279	13687	ENSG00000274211	SOCS7	ENSG00000275832	ARHGAP23	0.143953824797252	0.0354350843866443	non_td	NA	NA
chr17	38512386	38530030	17646	ENSG00000275832	ARHGAP23	ENSG00000277363	SRCIN1	-0.0307886773206383	0.00623370735577468	non_td	NA	NA
chr17	38605953	38671702	65751	ENSG00000277363	SRCIN1	ENSG00000273604	EPOP	0.0684020471171509	0.0274368450669952	non_td	NA	NA
chr17	38674958	38705272	30316	ENSG00000273604	EPOP	ENSG00000275023	MLLT6	0.203687623697059	0.0470048819105423	non_td	NA	NA
chr17	38729796	38733897	4103	ENSG00000275023	MLLT6	ENSG00000277258	PCGF2	0.346352425054836	0.0792103339020229	td_neighbour	ENSG00000277258	PCGF2
chr17	38749818	38752740	2924	ENSG00000277258	PCGF2	ENSG00000277791	PSMB3	0.321129274965801	0.0790013679890561	td_bs	ENSG00000277258	PCGF2
chr17	38764226	38765690	1466	ENSG00000277791	PSMB3	ENSG00000276293	PIP4K2B	-0.0792107776261939	0.00886766712141883	non_td	NA	NA
chr17	38800127	38800440	315	ENSG00000276293	PIP4K2B	ENSG00000273559	CWC25	1.18206984126984	0.2	non_td	NA	NA
chr17	38825356	38835085	9731	ENSG00000273559	CWC25	ENSG00000275489	C17orf98	-0.0612595827766949	0.0119206659130614	non_td	NA	NA
chr17	38841439	38847859	6422	ENSG00000275489	C17orf98	ENSG00000125691	RPL23	-0.233797259420743	0.00218000622858922	non_td	NA	NA
chr17	38853765	38869858	16095	ENSG00000125691	RPL23	ENSG00000002834	LASP1	-0.0803734700217465	0.0222429325877602	non_td	NA	NA
chr17	38921771	38925167	3398	ENSG00000002834	LASP1	ENSG00000263874	LINC00672	-0.172284579164214	0.0147145379635079	non_td	NA	NA
chr17	38929385	38936431	7048	ENSG00000263874	LINC00672	ENSG00000204952	FBXO47	0.235460698070374	0.025539160045403	non_td	NA	NA
chr17	38967404	39063312	95910	ENSG00000204952	FBXO47	ENSG00000161381	PLXDC1	0.112456511312691	0.0204253988113857	td_neighbour	ENSG00000161381	PLXDC1
chr17	39154395	39156893	2500	ENSG00000161381	PLXDC1	ENSG00000141748	ARL5C	-0.0821756000000005	0.0424	td_bs	ENSG00000161381	PLXDC1
chr17	39167485	39173452	5969	ENSG00000141748	ARL5C	ENSG00000067191	CACNB1	0.0694520020103863	0.0145753057463562	non_td	NA	NA
chr17	39197704	39200282	2580	ENSG00000067191	CACNB1	ENSG00000108298	RPL19	0.327800775193799	0.0627906976744186	non_td	NA	NA
chr17	39204841	39210540	5701	ENSG00000108298	RPL19	ENSG00000141750	STAC2	0.123852482020698	0.0399929836870724	non_td	NA	NA
chr17	39225946	39252662	26718	ENSG00000141750	STAC2	ENSG00000108306	FBXL20	0.147810240287455	0.0416573096788682	non_td	NA	NA
chr17	39402524	39404284	1762	ENSG00000108306	FBXL20	ENSG00000125686	MED1	0.395609534619752	0.0646992054483541	td_neighbour	ENSG00000125686	MED1
chr17	39451273	39461485	10214	ENSG00000125686	MED1	ENSG00000167258	CDK12	-0.104027609163893	0.0103779126688858	td_bs	ENSG00000125686	MED1
chr17	39564908	39603535	38629	ENSG00000167258	CDK12	ENSG00000171532	NEUROD2	0.674142509513604	0.119443941080535	td_bs	ENSG00000171532	NEUROD2
chr17	39609778	39626739	16963	ENSG00000171532	NEUROD2	ENSG00000131771	PPP1R1B	0.824291575782592	0.154571714908919	td_bs	ENSG00000171532	NEUROD2
chr17	39636627	39637089	464	ENSG00000131771	PPP1R1B	ENSG00000131748	STARD3	0.1424375	0.0366379310344828	non_td	NA	NA
chr17	39664202	39665348	1148	ENSG00000131748	STARD3	ENSG00000173991	TCAP	0.564373693379791	0.146341463414634	non_td	NA	NA
chr17	39666555	39667980	1427	ENSG00000173991	TCAP	ENSG00000141744	PNMT	0.471097407147864	0.103714085494043	td_neighbour	ENSG00000141744	PNMT
chr17	39670476	39687913	17439	ENSG00000141744	PNMT	ENSG00000141736	ERBB2	0.425932048856019	0.089684041516142	td_neighbour	ENSG00000141744	PNMT
chr17	39730427	39737926	7501	ENSG00000141736	ERBB2	ENSG00000141738	GRB7	0.228536595120649	0.0474603386215171	td_neighbour	ENSG00000141736	ERBB2
chr17	39747292	39757717	10427	ENSG00000141738	GRB7	ENSG00000161405	IKZF3	0.399597391387743	0.0803682746715259	td_neighbour	ENSG00000161405	IKZF3
chr17	39864313	39868201	3890	ENSG00000161405	IKZF3	ENSG00000186075	ZPBP2	0.67919820051414	0.118251928020566	td_bs	ENSG00000161405	IKZF3
chr17	39877897	39904594	26699	ENSG00000186075	ZPBP2	ENSG00000073605	GSDMB	0.116764972470884	0.00498145997977452	td_bs	ENSG00000186075	ZPBP2
chr17	39919855	39921040	1187	ENSG00000073605	GSDMB	ENSG00000172057	ORMDL3	-0.043459140690817	0.0362257792754844	non_td	NA	NA
chr17	39927602	39941473	13873	ENSG00000172057	ORMDL3	ENSG00000204913	LRRC3C	0.147040438261369	0.0259496864412888	td_neighbour	ENSG00000204913	LRRC3C
chr17	39944735	39953262	8529	ENSG00000204913	LRRC3C	ENSG00000167914	GSDMA	-0.0101233438855669	0.0126626802673232	td_bs	ENSG00000204913	LRRC3C
chr17	39977769	39980806	3039	ENSG00000167914	GSDMA	ENSG00000108344	PSMD3	0.330434682461336	0.0612043435340573	non_td	NA	NA
chr17	39997960	40015360	17402	ENSG00000108344	PSMD3	ENSG00000108342	CSF3	0.000140213768535663	0.0159177106079761	non_td	NA	NA
chr17	40017814	40019096	1284	ENSG00000108342	CSF3	ENSG00000008838	MED24	-0.181958722741433	0.028816199376947	non_td	NA	NA
chr17	40061216	40092792	31578	ENSG00000008838	MED24	ENSG00000126368	NR1D1	1.39520393945151	0.243207296218887	td_bs	ENSG00000126368	NR1D1
chr17	40100590	40113214	12626	ENSG00000126368	NR1D1	ENSG00000279199	NA	0.971727625534611	0.155710438777127	td_bs	ENSG00000126368	NR1D1
chr17	40115443	40121970	6529	ENSG00000279199	NA	ENSG00000188895	MSL1	0.161370194516771	0.0366059120845459	non_td	NA	NA
chr17	40136918	40140317	3401	ENSG00000188895	MSL1	ENSG00000108349	CASC3	0.201283152014113	0.0270508673919435	non_td	NA	NA
chr17	40172172	40177009	4839	ENSG00000108349	CASC3	ENSG00000108352	RAPGEFL1	0.532424674519531	0.0845215953709444	non_td	NA	NA
chr17	40195657	40219303	23648	ENSG00000108352	RAPGEFL1	ENSG00000171475	WIPF2	-0.0965975981055461	0.00964140730717185	non_td	NA	NA
chr17	40284137	40287878	3743	ENSG00000171475	WIPF2	ENSG00000094804	CDC6	0.353864012823938	0.0475554368153887	non_td	NA	NA
chr17	40304658	40309179	4523	ENSG00000094804	CDC6	ENSG00000131759	RARA	1.08926840592527	0.19411894760115	td_neighbour	ENSG00000131759	RARA
chr17	40357644	40360651	3009	ENSG00000131759	RARA	ENSG00000183153	GJD3	-0.0875490196078435	0.0109670987038883	td_bs	ENSG00000131759	RARA
chr17	40364738	40388524	23788	ENSG00000183153	GJD3	ENSG00000131747	TOP2A	0.169535732302003	0.0352698839751135	non_td	NA	NA
chr17	40417897	40443449	25554	ENSG00000131747	TOP2A	ENSG00000141753	IGFBP4	0.170722000469593	0.0248102058386163	non_td	NA	NA
chr17	40457726	40473553	15829	ENSG00000141753	IGFBP4	ENSG00000279806	NA	0.188964811422079	0.0449175563838524	non_td	NA	NA
chr17	40475290	40475827	539	ENSG00000279806	NA	ENSG00000131746	TNS4	-0.0215621521335806	0.0241187384044527	non_td	NA	NA
chr17	40501624	40553768	52146	ENSG00000131746	TNS4	ENSG00000126353	CCR7	0.0932277643539287	0.0450465999309631	non_td	NA	NA
chr17	40565473	40597112	31641	ENSG00000126353	CCR7	ENSG00000279775	NA	0.0935172086849361	0.0121361524604153	non_td	NA	NA
chr17	40598586	40627355	28771	ENSG00000279775	NA	ENSG00000264058	NA	0.0480935664384288	0.0368426540613812	non_td	NA	NA
chr17	40665142	40697990	32850	ENSG00000264058	NA	ENSG00000167916	KRT24	0.066330898021308	0.0162861491628615	non_td	NA	NA
chr17	40703753	40748020	44269	ENSG00000167916	KRT24	ENSG00000204897	KRT25	0.111939461022395	0.0235830942646095	non_td	NA	NA
chr17	40755332	40766237	10907	ENSG00000204897	KRT25	ENSG00000186393	KRT26	0.157982671678738	0.0242046392225177	non_td	NA	NA
chr17	40772163	40776807	4646	ENSG00000186393	KRT26	ENSG00000171446	KRT27	0.2270949203616	0.0447696943607404	td_neighbour	ENSG00000171446	KRT27
chr17	40782551	40792195	9646	ENSG00000171446	KRT27	ENSG00000173908	KRT28	0.0596337341903399	0.0205266431681526	td_bs	ENSG00000171446	KRT27
chr17	40799960	40818116	18158	ENSG00000173908	KRT28	ENSG00000186395	KRT10	0.108696332195172	0.015420200462606	non_td	NA	NA
chr17	40822615	40861302	38689	ENSG00000186395	KRT10	ENSG00000187242	KRT12	0.152610509447131	0.0245030887332317	non_td	NA	NA
chr17	40867224	40875888	8666	ENSG00000187242	KRT12	ENSG00000171431	KRT20	0.0774003000230787	0.0190399261481652	non_td	NA	NA
chr17	40885243	40922699	37458	ENSG00000171431	KRT20	ENSG00000108244	KRT23	0.0346462971861823	0.0211703774894549	non_td	NA	NA
chr17	40937647	40958416	20771	ENSG00000108244	KRT23	ENSG00000196859	KRT39	0.0180102065379617	0.0240720234942949	non_td	NA	NA
chr17	40966949	40977715	10768	ENSG00000196859	KRT39	ENSG00000204889	KRT40	0.0882934621099516	0.0177377414561664	non_td	NA	NA
chr17	40987136	40993429	6295	ENSG00000204889	KRT40	ENSG00000212899	NA	0.0487444003177105	0.00381254964257347	non_td	NA	NA
chr17	40994165	40999192	5029	ENSG00000212899	NA	ENSG00000212900	NA	-0.00635692980711877	0.0163054285146152	non_td	NA	NA
chr17	40999907	41008520	8615	ENSG00000212900	NA	ENSG00000212901	NA	0.117812536273938	0.0320371445153802	non_td	NA	NA
chr17	41019325	41026025	6702	ENSG00000212901	NA	ENSG00000221852	NA	0.0358427335123845	0.00208892867800657	non_td	NA	NA
chr17	41027209	41029696	2489	ENSG00000221852	NA	ENSG00000204887	NA	0.309240257131379	0.0578545600642828	non_td	NA	NA
chr17	41030105	41033883	3780	ENSG00000204887	NA	ENSG00000221880	NA	0.162554232804233	0.021957671957672	non_td	NA	NA
chr17	41034875	41040540	5667	ENSG00000221880	NA	ENSG00000188581	NA	0.0463248632433388	0.0220575260278807	non_td	NA	NA
chr17	41041451	41046540	5091	ENSG00000188581	NA	ENSG00000212725	NA	0.118426045963464	0.0186603810646238	non_td	NA	NA
chr17	41047317	41054497	7182	ENSG00000212725	NA	ENSG00000214518	NA	-0.0286715399610132	0.00918964076858814	non_td	NA	NA
chr17	41055231	41059239	4010	ENSG00000214518	NA	ENSG00000212724	NA	0.0365795511221945	0.0221945137157107	non_td	NA	NA
chr17	41060115	41065115	5002	ENSG00000212724	NA	ENSG00000213417	NA	-0.0349956017592963	0.0187924830067973	non_td	NA	NA
chr17	41065880	41084149	18271	ENSG00000213417	NA	ENSG00000240871	NA	0.0147988068523887	0.00618466422199113	non_td	NA	NA
chr17	41085142	41096980	11840	ENSG00000240871	NA	ENSG00000204880	NA	0.00495456081081081	0.000929054054054054	non_td	NA	NA
chr17	41098143	41101501	3360	ENSG00000204880	NA	ENSG00000241241	NA	-0.139743452380953	0.00654761904761905	non_td	NA	NA
chr17	41102210	41105331	3123	ENSG00000241241	NA	ENSG00000212722	NA	-0.0567758565481909	0.00448286903618316	non_td	NA	NA
chr17	41106489	41117180	10693	ENSG00000212722	NA	ENSG00000212721	NA	0.0138134293463015	0.00102871037127092	non_td	NA	NA
chr17	41118374	41123090	4718	ENSG00000212721	NA	ENSG00000213416	NA	-0.157216193302246	0.00572276388300127	non_td	NA	NA
chr17	41124183	41139432	15251	ENSG00000213416	NA	ENSG00000198090	NA	0.0389444626581856	0.00544226608091273	non_td	NA	NA
chr17	41140488	41148923	8437	ENSG00000198090	NA	ENSG00000198271	NA	-0.00946533127889106	0.00983762000711153	non_td	NA	NA
chr17	41149826	41159648	9824	ENSG00000198271	NA	ENSG00000171396	NA	-0.0184866653094461	0.00162866449511401	non_td	NA	NA
chr17	41160749	41167230	6483	ENSG00000171396	NA	ENSG00000196156	NA	-0.0574092241246348	0.0103347215795157	non_td	NA	NA
chr17	41168222	41177445	9225	ENSG00000196156	NA	ENSG00000244537	NA	-0.0698738211382127	0.00661246612466125	non_td	NA	NA
chr17	41178222	41184101	5881	ENSG00000244537	NA	ENSG00000198443	NA	-0.0499994898826727	0.00850195544975344	non_td	NA	NA
chr17	41185343	41189886	4545	ENSG00000198443	NA	ENSG00000240542	NA	0.0307535753575359	0.00374037403740374	non_td	NA	NA
chr17	41190640	41226647	36009	ENSG00000240542	NA	ENSG00000239886	NA	0.0046240939765041	0.00224943764058985	non_td	NA	NA
chr17	41227653	41232448	4797	ENSG00000239886	NA	ENSG00000204873	NA	-0.0982047112778822	0.00166770898478216	non_td	NA	NA
chr17	41233455	41237998	4545	ENSG00000204873	NA	ENSG00000187272	NA	-0.143850165016501	0.00176017601760176	non_td	NA	NA
chr17	41239005	41249686	10683	ENSG00000187272	NA	ENSG00000241595	NA	-0.0716808948797175	0.000748853318356267	non_td	NA	NA
chr17	41250654	41255383	4731	ENSG00000241595	NA	ENSG00000198083	NA	-0.122688015218768	0.00169097442401184	non_td	NA	NA
chr17	41256365	41265338	8975	ENSG00000198083	NA	ENSG00000212659	NA	-0.0235568802228406	0.000779944289693593	non_td	NA	NA
chr17	41266642	41275658	9018	ENSG00000212659	NA	ENSG00000180386	NA	-0.10366311820803	0.00166333998669328	non_td	NA	NA
chr17	41276698	41301825	25129	ENSG00000180386	NA	ENSG00000212658	NA	0.00547777468263906	0.00497433244458594	non_td	NA	NA
chr17	41302852	41307699	4849	ENSG00000212658	NA	ENSG00000212657	NA	0.102590018560528	0.0369148277995463	non_td	NA	NA
chr17	41309254	41314911	5659	ENSG00000212657	NA	ENSG00000186860	NA	0.07228273546563	0.0300406432231843	non_td	NA	NA
chr17	41315711	41346091	30382	ENSG00000186860	NA	ENSG00000006059	KRT33A	-0.0542026199723535	0.0189256796787572	td_neighbour	ENSG00000006059	KRT33A
chr17	41350829	41363497	12670	ENSG00000006059	KRT33A	ENSG00000131738	KRT33B	0.0651147592738734	0.0160220994475138	td_bs	ENSG00000006059	KRT33A
chr17	41369814	41377649	7837	ENSG00000131738	KRT33B	ENSG00000131737	KRT34	0.132682786780656	0.0340691591170091	non_td	NA	NA
chr17	41382404	41393720	11318	ENSG00000131737	KRT34	ENSG00000094796	KRT31	0.0763726806856344	0.0180243859339106	non_td	NA	NA
chr17	41397609	41420546	22939	ENSG00000094796	KRT31	ENSG00000108417	KRT37	0.115371594228171	0.0465146693404246	non_td	NA	NA
chr17	41424586	41436153	11569	ENSG00000108417	KRT37	ENSG00000171360	KRT38	-0.00578943728930817	0.0109776125853574	non_td	NA	NA
chr17	41440984	41459512	18530	ENSG00000171360	KRT38	ENSG00000108759	KRT32	0.0624733405288729	0.0218024824608743	non_td	NA	NA
chr17	41467387	41476688	9303	ENSG00000108759	KRT32	ENSG00000197079	KRT35	0.023629689347522	0.019026120606256	non_td	NA	NA
chr17	41481141	41486135	4996	ENSG00000197079	KRT35	ENSG00000126337	KRT36	-0.00211849479583693	0.0392313851080865	non_td	NA	NA
chr17	41492547	41500980	8435	ENSG00000126337	KRT36	ENSG00000171401	KRT13	-0.0752160047421458	0.034973325429757	non_td	NA	NA
chr17	41505706	41513744	8040	ENSG00000171401	KRT13	ENSG00000171346	KRT15	0.0118384328358209	0.0521144278606965	non_td	NA	NA
chr17	41522530	41523616	1088	ENSG00000171346	KRT15	ENSG00000171345	KRT19	0.328747242647059	0.0974264705882353	non_td	NA	NA
chr17	41528309	41565835	37528	ENSG00000171345	KRT19	ENSG00000171403	KRT9	-0.0556748028138973	0.0159347687060328	non_td	NA	NA
chr17	41572060	41582278	10220	ENSG00000171403	KRT9	ENSG00000186847	KRT14	-0.01631614481409	0.0329745596868885	non_td	NA	NA
chr17	41586896	41609777	22883	ENSG00000186847	KRT14	ENSG00000186832	KRT16	0.00293182712056921	0.0339116374601232	non_td	NA	NA
chr17	41615900	41619441	3543	ENSG00000186832	KRT16	ENSG00000128422	KRT17	-0.045201806378775	0.0457239627434378	non_td	NA	NA
chr17	41624843	41665565	40724	ENSG00000128422	KRT17	ENSG00000278954	NA	0.0610993517336207	0.0587123072389746	non_td	NA	NA
chr17	41668032	41688884	20854	ENSG00000278954	NA	ENSG00000173812	EIF1	-0.0197523256929139	0.0111729164668649	non_td	NA	NA
chr17	41692669	41712330	19663	ENSG00000173812	EIF1	ENSG00000184502	GAST	-0.056694451507911	0.0140365152825103	non_td	NA	NA
chr17	41715970	41717741	1773	ENSG00000184502	GAST	ENSG00000173805	HAP1	-0.16804624929498	0.00564015792442188	non_td	NA	NA
chr17	41734645	41754603	19960	ENSG00000173805	HAP1	ENSG00000173801	JUP	-0.100141733466935	0.006312625250501	non_td	NA	NA
chr17	41786932	41801946	15016	ENSG00000173801	JUP	ENSG00000141696	P3H4	0.219638652104424	0.0550079914757592	td_neighbour	ENSG00000141696	P3H4
chr17	41812605	41812679	76	ENSG00000141696	P3H4	ENSG00000141756	FKBP10	1.14872368421053	0.223684210526316	td_bs	ENSG00000141696	P3H4
chr17	41823214	41835684	12472	ENSG00000141756	FKBP10	ENSG00000161594	KLHL10	0.139251202694034	0.0517960230917255	td_bs	ENSG00000141756	FKBP10
chr17	41848385	41848517	134	ENSG00000161594	KLHL10	ENSG00000178502	KLHL11	1.17522388059701	0.23134328358209	non_td	NA	NA
chr17	41865424	41866916	1494	ENSG00000178502	KLHL11	ENSG00000131473	ACLY	-0.0592817938420347	0.0227576974564926	non_td	NA	NA
chr17	41930543	41930616	75	ENSG00000131473	ACLY	ENSG00000204815	TTC25	0.197813333333333	0.186666666666667	non_td	NA	NA
chr17	41966504	41976420	9918	ENSG00000204815	TTC25	ENSG00000168259	DNAJC7	0.691185319620896	0.159407138535995	non_td	NA	NA
chr17	42021377	42025575	4200	ENSG00000168259	DNAJC7	ENSG00000187595	ZNF385C	1.0444069047619	0.173095238095238	td_neighbour	ENSG00000187595	ZNF385C
chr17	42098480	42101403	2925	ENSG00000187595	ZNF385C	ENSG00000108771	DHX58	0.418548376068378	0.0902564102564103	td_neighbour	ENSG00000187595	ZNF385C
chr17	42112715	42119673	6960	ENSG00000108771	DHX58	ENSG00000267261	NA	1.44140603448276	0.260201149425287	non_td	NA	NA
chr17	42154917	42156890	1975	ENSG00000267261	NA	ENSG00000089558	KCNH4	1.00812810126582	0.161012658227848	non_td	NA	NA
chr17	42181143	42184059	2918	ENSG00000089558	KCNH4	ENSG00000161610	HCRT	0.369042494859494	0.0651130911583276	non_td	NA	NA
chr17	42185453	42188798	3347	ENSG00000161610	HCRT	ENSG00000167925	GHDC	0.189085748431433	0.0427248282043621	non_td	NA	NA
chr17	42194533	42199176	4645	ENSG00000167925	GHDC	ENSG00000173757	STAT5B	-0.0625898815931111	0.00839612486544672	td_neighbour	ENSG00000173757	STAT5B
chr17	42276708	42287546	10840	ENSG00000173757	STAT5B	ENSG00000126561	STAT5A	0.388652767527675	0.0695571955719557	td_bs	ENSG00000173757	STAT5B
chr17	42311944	42313323	1381	ENSG00000126561	STAT5A	ENSG00000168610	STAT3	0.252010137581463	0.0731354091238233	non_td	NA	NA
chr17	42388541	42402448	13909	ENSG00000168610	STAT3	ENSG00000177469	CAVIN1	0.170468617441944	0.0312747142138184	non_td	NA	NA
chr17	42423257	42458843	35588	ENSG00000177469	CAVIN1	ENSG00000033627	ATP6V0A1	0.0469450938518603	0.0169439136787681	non_td	NA	NA
chr17	42522583	42536240	13659	ENSG00000033627	ATP6V0A1	ENSG00000108784	NAGLU	0.248018376162235	0.0554945457207702	non_td	NA	NA
chr17	42544450	42552921	8473	ENSG00000108784	NAGLU	ENSG00000108786	HSD17B1	0.25374460049569	0.0698689956331878	non_td	NA	NA
chr17	42555215	42561466	6253	ENSG00000108786	HSD17B1	ENSG00000068120	COASY	-0.0816633615864371	0.00511754357908204	non_td	NA	NA
